ind,SpeciesName,ANIC,Pic_code,Filter,tr,label,area,mean,min,max,camera_cat,location,patch_ID
gray02,Calloodes_grayanus,NA,4011,VIS,Elytra,B,4.188,10.374,0,131,J25,RoI,gray02Elyt
gray02,Calloodes_grayanus,NA,4013,LCP,Elytra,B,4.188,0.584,0,89,J25,RoI,gray02Elyt
gray02,Calloodes_grayanus,NA,4014,RCP,Elytra,B,4.188,20.247,6,102,J25,RoI,gray02Elyt
gray02,Calloodes_grayanus,NA,4011,VIS,Elytra,G,4.188,86.83,37,204,J25,RoI,gray02Elyt
gray02,Calloodes_grayanus,NA,4013,LCP,Elytra,G,4.188,106.08,41,200,J25,RoI,gray02Elyt
gray02,Calloodes_grayanus,NA,4014,RCP,Elytra,G,4.188,30.984,14,117,J25,RoI,gray02Elyt
gray02,Calloodes_grayanus,NA,4011,VIS,Elytra,R,4.188,72.105,36,167,J25,RoI,gray02Elyt
gray02,Calloodes_grayanus,NA,4013,LCP,Elytra,R,4.188,62.428,29,147,J25,RoI,gray02Elyt
gray02,Calloodes_grayanus,NA,4014,RCP,Elytra,R,4.188,56.119,29,139,J25,RoI,gray02Elyt
gray03,Calloodes_grayanus,NA,3638,VIS,Elytra,B,4.763,34.54,0,185,J21,RoI,gray03Elyt
gray03,Calloodes_grayanus,NA,3639,LCP,Elytra,B,4.763,6.336,0,166,J21,RoI,gray03Elyt
gray03,Calloodes_grayanus,NA,3640,RCP,Elytra,B,4.763,32.486,9,167,J21,RoI,gray03Elyt
gray03,Calloodes_grayanus,NA,3638,VIS,Elytra,G,4.763,106.46,53,212,J21,RoI,gray03Elyt
gray03,Calloodes_grayanus,NA,3639,LCP,Elytra,G,4.763,131.421,64,217,J21,RoI,gray03Elyt
gray03,Calloodes_grayanus,NA,3640,RCP,Elytra,G,4.763,46.98,23,186,J21,RoI,gray03Elyt
gray03,Calloodes_grayanus,NA,3638,VIS,Elytra,R,4.763,83.376,48,176,J21,RoI,gray03Elyt
gray03,Calloodes_grayanus,NA,3639,LCP,Elytra,R,4.763,69.337,32,165,J21,RoI,gray03Elyt
gray03,Calloodes_grayanus,NA,3640,RCP,Elytra,R,4.763,75.94,45,168,J21,RoI,gray03Elyt
hirs01,Anoplognathus_hirsutus,AN25002925,4764,VIS,Elytra,B,0.951,20.96,0,103,F04,RoI,hirs01Elyt
hirs01,Anoplognathus_hirsutus,AN25002925,4765,LCP,Elytra,B,0.951,13.413,0,93,F04,RoI,hirs01Elyt
hirs01,Anoplognathus_hirsutus,AN25002925,4766,RCP,Elytra,B,0.951,2.101,0,49,F04,RoI,hirs01Elyt
hirs01,Anoplognathus_hirsutus,AN25002925,4764,VIS,Elytra,G,0.951,61.724,34,140,F04,RoI,hirs01Elyt
hirs01,Anoplognathus_hirsutus,AN25002925,4765,LCP,Elytra,G,0.951,43.147,23,127,F04,RoI,hirs01Elyt
hirs01,Anoplognathus_hirsutus,AN25002925,4766,RCP,Elytra,G,0.951,38.337,18,81,F04,RoI,hirs01Elyt
hirs01,Anoplognathus_hirsutus,AN25002925,4764,VIS,Elytra,R,0.951,92.092,58,151,F04,RoI,hirs01Elyt
hirs01,Anoplognathus_hirsutus,AN25002925,4765,LCP,Elytra,R,0.951,62.509,35,115,F04,RoI,hirs01Elyt
hirs01,Anoplognathus_hirsutus,AN25002925,4766,RCP,Elytra,R,0.951,62.856,36,108,F04,RoI,hirs01Elyt
hirs02,Anoplognathus_hirsutus,AN25002929,4767,VIS,Elytra,B,1.533,10.22,0,81,F04,RoI,hirs02Elyt
hirs02,Anoplognathus_hirsutus,AN25002929,4768,LCP,Elytra,B,1.533,7.651,0,53,F04,RoI,hirs02Elyt
hirs02,Anoplognathus_hirsutus,AN25002929,4769,RCP,Elytra,B,1.533,4.989,0,49,F04,RoI,hirs02Elyt
hirs02,Anoplognathus_hirsutus,AN25002929,4767,VIS,Elytra,G,1.533,41.56,18,95,F04,RoI,hirs02Elyt
hirs02,Anoplognathus_hirsutus,AN25002929,4768,LCP,Elytra,G,1.533,40.278,19,78,F04,RoI,hirs02Elyt
hirs02,Anoplognathus_hirsutus,AN25002929,4769,RCP,Elytra,G,1.533,30.169,6,65,F04,RoI,hirs02Elyt
hirs02,Anoplognathus_hirsutus,AN25002929,4767,VIS,Elytra,R,1.533,69.72,28,130,F04,RoI,hirs02Elyt
hirs02,Anoplognathus_hirsutus,AN25002929,4768,LCP,Elytra,R,1.533,60.049,26,106,F04,RoI,hirs02Elyt
hirs02,Anoplognathus_hirsutus,AN25002929,4769,RCP,Elytra,R,1.533,60.952,26,102,F04,RoI,hirs02Elyt
hirs03,Anoplognathus_hirsutus,AN25002943,4770,VIS,Elytra,B,1.481,9.902,0,119,F04,RoI,hirs03Elyt
hirs03,Anoplognathus_hirsutus,AN25002943,4771,LCP,Elytra,B,1.481,5.825,0,67,F04,RoI,hirs03Elyt
hirs03,Anoplognathus_hirsutus,AN25002943,4772,RCP,Elytra,B,1.481,7.35,0,68,F04,RoI,hirs03Elyt
hirs03,Anoplognathus_hirsutus,AN25002943,4770,VIS,Elytra,G,1.481,40.038,11,138,F04,RoI,hirs03Elyt
hirs03,Anoplognathus_hirsutus,AN25002943,4771,LCP,Elytra,G,1.481,40.953,21,94,F04,RoI,hirs03Elyt
hirs03,Anoplognathus_hirsutus,AN25002943,4772,RCP,Elytra,G,1.481,29.996,7,86,F04,RoI,hirs03Elyt
hirs03,Anoplognathus_hirsutus,AN25002943,4770,VIS,Elytra,R,1.481,60.739,27,151,F04,RoI,hirs03Elyt
hirs03,Anoplognathus_hirsutus,AN25002943,4771,LCP,Elytra,R,1.481,53.559,27,98,F04,RoI,hirs03Elyt
hirs03,Anoplognathus_hirsutus,AN25002943,4772,RCP,Elytra,R,1.481,55.157,29,102,F04,RoI,hirs03Elyt
hirs04,Anoplognathus_hirsutus,AN25002974,4780,VIS,Elytra,B,1.052,21.527,9,126,F04,RoI,hirs04Elyt
hirs04,Anoplognathus_hirsutus,AN25002974,4782,LCP,Elytra,B,1.052,21.443,8,90,F04,RoI,hirs04Elyt
hirs04,Anoplognathus_hirsutus,AN25002974,4783,RCP,Elytra,B,1.052,8.438,0,45,F04,RoI,hirs04Elyt
hirs04,Anoplognathus_hirsutus,AN25002974,4780,VIS,Elytra,G,1.052,31.623,18,122,F04,RoI,hirs04Elyt
hirs04,Anoplognathus_hirsutus,AN25002974,4782,LCP,Elytra,G,1.052,26.054,13,76,F04,RoI,hirs04Elyt
hirs04,Anoplognathus_hirsutus,AN25002974,4783,RCP,Elytra,G,1.052,25.882,6,60,F04,RoI,hirs04Elyt
hirs04,Anoplognathus_hirsutus,AN25002974,4780,VIS,Elytra,R,1.052,62.141,33,143,F04,RoI,hirs04Elyt
hirs04,Anoplognathus_hirsutus,AN25002974,4782,LCP,Elytra,R,1.052,51.613,28,92,F04,RoI,hirs04Elyt
hirs04,Anoplognathus_hirsutus,AN25002974,4783,RCP,Elytra,R,1.052,52.991,30,87,F04,RoI,hirs04Elyt
hirs05,Anoplognathus_hirsutus,AN25002975,4786,VIS,Elytra,B,1.909,20.873,0,170,F04,RoI,hirs05Elyt
hirs05,Anoplognathus_hirsutus,AN25002975,4787,LCP,Elytra,B,1.909,18.064,0,107,F04,RoI,hirs05Elyt
hirs05,Anoplognathus_hirsutus,AN25002975,4788,RCP,Elytra,B,1.909,3.598,0,72,F04,RoI,hirs05Elyt
hirs05,Anoplognathus_hirsutus,AN25002975,4786,VIS,Elytra,G,1.909,52.189,16,174,F04,RoI,hirs05Elyt
hirs05,Anoplognathus_hirsutus,AN25002975,4787,LCP,Elytra,G,1.909,46.753,19,120,F04,RoI,hirs05Elyt
hirs05,Anoplognathus_hirsutus,AN25002975,4788,RCP,Elytra,G,1.909,39.647,16,95,F04,RoI,hirs05Elyt
hirs05,Anoplognathus_hirsutus,AN25002975,4786,VIS,Elytra,R,1.909,90.222,30,161,F04,RoI,hirs05Elyt
hirs05,Anoplognathus_hirsutus,AN25002975,4787,LCP,Elytra,R,1.909,79.582,31,118,F04,RoI,hirs05Elyt
hirs05,Anoplognathus_hirsutus,AN25002975,4788,RCP,Elytra,R,1.909,81.866,31,127,F04,RoI,hirs05Elyt
hirs06,Anoplognathus_hirsutus,AN25002976,4773,VIS,Elytra,B,2.597,21.741,9,78,F04,RoI,hirs06Elyt
hirs06,Anoplognathus_hirsutus,AN25002976,4774,LCP,Elytra,B,2.597,22.493,7,73,F04,RoI,hirs06Elyt
hirs06,Anoplognathus_hirsutus,AN25002976,4775,RCP,Elytra,B,2.597,11.94,0,61,F04,RoI,hirs06Elyt
hirs06,Anoplognathus_hirsutus,AN25002976,4773,VIS,Elytra,G,2.597,22.059,8,78,F04,RoI,hirs06Elyt
hirs06,Anoplognathus_hirsutus,AN25002976,4774,LCP,Elytra,G,2.597,19.648,7,70,F04,RoI,hirs06Elyt
hirs06,Anoplognathus_hirsutus,AN25002976,4775,RCP,Elytra,G,2.597,19.683,1,68,F04,RoI,hirs06Elyt
hirs06,Anoplognathus_hirsutus,AN25002976,4773,VIS,Elytra,R,2.597,37.515,19,80,F04,RoI,hirs06Elyt
hirs06,Anoplognathus_hirsutus,AN25002976,4774,LCP,Elytra,R,2.597,33.504,17,73,F04,RoI,hirs06Elyt
hirs06,Anoplognathus_hirsutus,AN25002976,4775,RCP,Elytra,R,2.597,33.513,18,72,F04,RoI,hirs06Elyt
hirs07,Anoplognathus_hirsutus,AN25002978,4777,VIS,Elytra,B,3.321,25.813,8,166,F04,RoI,hirs07Elyt
hirs07,Anoplognathus_hirsutus,AN25002978,4778,LCP,Elytra,B,3.321,27.192,12,113,F04,RoI,hirs07Elyt
hirs07,Anoplognathus_hirsutus,AN25002978,4779,RCP,Elytra,B,3.321,11.503,0,106,F04,RoI,hirs07Elyt
hirs07,Anoplognathus_hirsutus,AN25002978,4777,VIS,Elytra,G,3.321,32.549,6,159,F04,RoI,hirs07Elyt
hirs07,Anoplognathus_hirsutus,AN25002978,4778,LCP,Elytra,G,3.321,29.274,11,114,F04,RoI,hirs07Elyt
hirs07,Anoplognathus_hirsutus,AN25002978,4779,RCP,Elytra,G,3.321,26.371,4,122,F04,RoI,hirs07Elyt
hirs07,Anoplognathus_hirsutus,AN25002978,4777,VIS,Elytra,R,3.321,56.703,22,150,F04,RoI,hirs07Elyt
hirs07,Anoplognathus_hirsutus,AN25002978,4778,LCP,Elytra,R,3.321,49.432,22,113,F04,RoI,hirs07Elyt
hirs07,Anoplognathus_hirsutus,AN25002978,4779,RCP,Elytra,R,3.321,49.616,23,121,F04,RoI,hirs07Elyt
hirs08,Anoplognathus_hirsutus,AN25002981,4789,VIS,Elytra,B,1.371,34.722,1,164,F04,RoI,hirs08Elyt
hirs08,Anoplognathus_hirsutus,AN25002981,4790,LCP,Elytra,B,1.371,28.018,0,136,F04,RoI,hirs08Elyt
hirs08,Anoplognathus_hirsutus,AN25002981,4791,RCP,Elytra,B,1.371,24.74,4,127,F04,RoI,hirs08Elyt
hirs08,Anoplognathus_hirsutus,AN25002981,4789,VIS,Elytra,G,1.371,68.479,30,207,F04,RoI,hirs08Elyt
hirs08,Anoplognathus_hirsutus,AN25002981,4790,LCP,Elytra,G,1.371,73.884,33,201,F04,RoI,hirs08Elyt
hirs08,Anoplognathus_hirsutus,AN25002981,4791,RCP,Elytra,G,1.371,48.154,22,141,F04,RoI,hirs08Elyt
hirs08,Anoplognathus_hirsutus,AN25002981,4789,VIS,Elytra,R,1.371,82.713,33,173,F04,RoI,hirs08Elyt
hirs08,Anoplognathus_hirsutus,AN25002981,4790,LCP,Elytra,R,1.371,75.513,29,139,F04,RoI,hirs08Elyt
hirs08,Anoplognathus_hirsutus,AN25002981,4791,RCP,Elytra,R,1.371,75.748,28,140,F04,RoI,hirs08Elyt
hirs09,Anoplognathus_hirsutus,AN25002982,4793,VIS,Elytra,B,1.543,18.722,0,136,F04,RoI,hirs09Elyt
hirs09,Anoplognathus_hirsutus,AN25002982,4794,LCP,Elytra,B,1.543,14.958,0,123,F04,RoI,hirs09Elyt
hirs09,Anoplognathus_hirsutus,AN25002982,4795,RCP,Elytra,B,1.543,15.331,0,77,F04,RoI,hirs09Elyt
hirs09,Anoplognathus_hirsutus,AN25002982,4793,VIS,Elytra,G,1.543,38.075,15,195,F04,RoI,hirs09Elyt
hirs09,Anoplognathus_hirsutus,AN25002982,4794,LCP,Elytra,G,1.543,42.197,18,212,F04,RoI,hirs09Elyt
hirs09,Anoplognathus_hirsutus,AN25002982,4795,RCP,Elytra,G,1.543,27.244,10,90,F04,RoI,hirs09Elyt
hirs09,Anoplognathus_hirsutus,AN25002982,4793,VIS,Elytra,R,1.543,58.567,19,158,F04,RoI,hirs09Elyt
hirs09,Anoplognathus_hirsutus,AN25002982,4794,LCP,Elytra,R,1.543,55.889,20,151,F04,RoI,hirs09Elyt
hirs09,Anoplognathus_hirsutus,AN25002982,4795,RCP,Elytra,R,1.543,54.714,21,113,F04,RoI,hirs09Elyt
hirs10,Anoplognathus_hirsutus,AN25002986,4796,VIS,Elytra,B,2.83,22.861,7,145,F04,RoI,hirs10Elyt
hirs10,Anoplognathus_hirsutus,AN25002986,4797,LCP,Elytra,B,2.83,24.539,7,92,F04,RoI,hirs10Elyt
hirs10,Anoplognathus_hirsutus,AN25002986,4798,RCP,Elytra,B,2.83,11.63,0,68,F04,RoI,hirs10Elyt
hirs10,Anoplognathus_hirsutus,AN25002986,4796,VIS,Elytra,G,2.83,25.32,9,161,F04,RoI,hirs10Elyt
hirs10,Anoplognathus_hirsutus,AN25002986,4797,LCP,Elytra,G,2.83,22.935,10,99,F04,RoI,hirs10Elyt
hirs10,Anoplognathus_hirsutus,AN25002986,4798,RCP,Elytra,G,2.83,23.126,1,80,F04,RoI,hirs10Elyt
hirs10,Anoplognathus_hirsutus,AN25002986,4796,VIS,Elytra,R,2.83,51.186,24,170,F04,RoI,hirs10Elyt
hirs10,Anoplognathus_hirsutus,AN25002986,4797,LCP,Elytra,R,2.83,47.667,23,121,F04,RoI,hirs10Elyt
hirs10,Anoplognathus_hirsutus,AN25002986,4798,RCP,Elytra,R,2.83,47.525,23,103,F04,RoI,hirs10Elyt
hirs11,Anoplognathus_hirsutus,AN25003184,4808,VIS,Elytra,B,1.88,17.907,0,127,F04,RoI,hirs11Elyt
hirs11,Anoplognathus_hirsutus,AN25003184,4809,LCP,Elytra,B,1.88,1.63,0,68,F04,RoI,hirs11Elyt
hirs11,Anoplognathus_hirsutus,AN25003184,4810,RCP,Elytra,B,1.88,8.986,0,66,F04,RoI,hirs11Elyt
hirs11,Anoplognathus_hirsutus,AN25003184,4808,VIS,Elytra,G,1.88,60.793,34,155,F04,RoI,hirs11Elyt
hirs11,Anoplognathus_hirsutus,AN25003184,4809,LCP,Elytra,G,1.88,56.255,30,107,F04,RoI,hirs11Elyt
hirs11,Anoplognathus_hirsutus,AN25003184,4810,RCP,Elytra,G,1.88,40.668,21,88,F04,RoI,hirs11Elyt
hirs11,Anoplognathus_hirsutus,AN25003184,4808,VIS,Elytra,R,1.88,76.736,44,161,F04,RoI,hirs11Elyt
hirs11,Anoplognathus_hirsutus,AN25003184,4809,LCP,Elytra,R,1.88,67.492,39,115,F04,RoI,hirs11Elyt
hirs11,Anoplognathus_hirsutus,AN25003184,4810,RCP,Elytra,R,1.88,67.039,39,115,F04,RoI,hirs11Elyt
hirs12,Anoplognathus_hirsutus,AN25003186,4802,VIS,Elytra,B,2.125,1.849,0,117,F04,RoI,hirs12Elyt
hirs12,Anoplognathus_hirsutus,AN25003186,4803,LCP,Elytra,B,2.125,0.679,0,75,F04,RoI,hirs12Elyt
hirs12,Anoplognathus_hirsutus,AN25003186,4804,RCP,Elytra,B,2.125,0.722,0,78,F04,RoI,hirs12Elyt
hirs12,Anoplognathus_hirsutus,AN25003186,4802,VIS,Elytra,G,2.125,57.832,27,164,F04,RoI,hirs12Elyt
hirs12,Anoplognathus_hirsutus,AN25003186,4803,LCP,Elytra,G,2.125,56.041,31,131,F04,RoI,hirs12Elyt
hirs12,Anoplognathus_hirsutus,AN25003186,4804,RCP,Elytra,G,2.125,48.973,23,122,F04,RoI,hirs12Elyt
hirs12,Anoplognathus_hirsutus,AN25003186,4802,VIS,Elytra,R,2.125,88.216,43,174,F04,RoI,hirs12Elyt
hirs12,Anoplognathus_hirsutus,AN25003186,4803,LCP,Elytra,R,2.125,81.474,46,134,F04,RoI,hirs12Elyt
hirs12,Anoplognathus_hirsutus,AN25003186,4804,RCP,Elytra,R,2.125,82.203,41,142,F04,RoI,hirs12Elyt
hirs13,Anoplognathus_hirsutus,AN25003193,4805,VIS,Elytra,B,3.059,7.015,0,176,F04,RoI,hirs13Elyt
hirs13,Anoplognathus_hirsutus,AN25003193,4806,LCP,Elytra,B,3.059,2.446,0,95,F04,RoI,hirs13Elyt
hirs13,Anoplognathus_hirsutus,AN25003193,4807,RCP,Elytra,B,3.059,4.572,0,88,F04,RoI,hirs13Elyt
hirs13,Anoplognathus_hirsutus,AN25003193,4805,VIS,Elytra,G,3.059,52.574,23,178,F04,RoI,hirs13Elyt
hirs13,Anoplognathus_hirsutus,AN25003193,4806,LCP,Elytra,G,3.059,49.116,26,122,F04,RoI,hirs13Elyt
hirs13,Anoplognathus_hirsutus,AN25003193,4807,RCP,Elytra,G,3.059,40.433,20,108,F04,RoI,hirs13Elyt
hirs13,Anoplognathus_hirsutus,AN25003193,4805,VIS,Elytra,R,3.059,81.419,42,173,F04,RoI,hirs13Elyt
hirs13,Anoplognathus_hirsutus,AN25003193,4806,LCP,Elytra,R,3.059,71.082,36,125,F04,RoI,hirs13Elyt
hirs13,Anoplognathus_hirsutus,AN25003193,4807,RCP,Elytra,R,3.059,72.353,38,127,F04,RoI,hirs13Elyt
hirs14,Anoplognathus_hirsutus,AN25003197,4799,VIS,Elytra,B,2.224,14.941,0,137,F04,RoI,hirs14Elyt
hirs14,Anoplognathus_hirsutus,AN25003197,4800,LCP,Elytra,B,2.224,9.346,0,105,F04,RoI,hirs14Elyt
hirs14,Anoplognathus_hirsutus,AN25003197,4801,RCP,Elytra,B,2.224,9.884,0,104,F04,RoI,hirs14Elyt
hirs14,Anoplognathus_hirsutus,AN25003197,4799,VIS,Elytra,G,2.224,42.172,22,160,F04,RoI,hirs14Elyt
hirs14,Anoplognathus_hirsutus,AN25003197,4800,LCP,Elytra,G,2.224,42.355,22,175,F04,RoI,hirs14Elyt
hirs14,Anoplognathus_hirsutus,AN25003197,4801,RCP,Elytra,G,2.224,29.088,14,116,F04,RoI,hirs14Elyt
hirs14,Anoplognathus_hirsutus,AN25003197,4799,VIS,Elytra,R,2.224,61.829,32,141,F04,RoI,hirs14Elyt
hirs14,Anoplognathus_hirsutus,AN25003197,4800,LCP,Elytra,R,2.224,54.281,27,129,F04,RoI,hirs14Elyt
hirs14,Anoplognathus_hirsutus,AN25003197,4801,RCP,Elytra,R,2.224,53.992,28,117,F04,RoI,hirs14Elyt
lats01,Anoplosthetus_laetus,NA,4110,VIS,Elytra,B,4.502,84.251,36,204,J26,RoI,lats01Elyt
lats01,Anoplosthetus_laetus,NA,4111,LCP,Elytra,B,4.502,95.485,38,178,J26,RoI,lats01Elyt
lats01,Anoplosthetus_laetus,NA,4112,RCP,Elytra,B,4.502,27.587,14,106,J26,RoI,lats01Elyt
lats01,Anoplosthetus_laetus,NA,4110,VIS,Elytra,G,4.502,90.947,41,212,J26,RoI,lats01Elyt
lats01,Anoplosthetus_laetus,NA,4111,LCP,Elytra,G,4.502,108.405,45,187,J26,RoI,lats01Elyt
lats01,Anoplosthetus_laetus,NA,4112,RCP,Elytra,G,4.502,45.892,28,126,J26,RoI,lats01Elyt
lats01,Anoplosthetus_laetus,NA,4110,VIS,Elytra,R,4.502,98.827,45,212,J26,RoI,lats01Elyt
lats01,Anoplosthetus_laetus,NA,4111,LCP,Elytra,R,4.502,112.795,52,183,J26,RoI,lats01Elyt
lats01,Anoplosthetus_laetus,NA,4112,RCP,Elytra,R,4.502,67.134,40,136,J26,RoI,lats01Elyt
lats02,Anoplosthetus_laetus,NA,4113,VIS,Elytra,B,4.622,36.965,0,169,J26,RoI,lats02Elyt
lats02,Anoplosthetus_laetus,NA,4114,LCP,Elytra,B,4.622,8.2,0,109,J26,RoI,lats02Elyt
lats02,Anoplosthetus_laetus,NA,4115,RCP,Elytra,B,4.622,23.561,2,98,J26,RoI,lats02Elyt
lats02,Anoplosthetus_laetus,NA,4113,VIS,Elytra,G,4.622,141.624,50,232,J26,RoI,lats02Elyt
lats02,Anoplosthetus_laetus,NA,4114,LCP,Elytra,G,4.622,172.773,55,227,J26,RoI,lats02Elyt
lats02,Anoplosthetus_laetus,NA,4115,RCP,Elytra,G,4.622,50.538,28,146,J26,RoI,lats02Elyt
lats02,Anoplosthetus_laetus,NA,4113,VIS,Elytra,R,4.622,83.667,35,212,J26,RoI,lats02Elyt
lats02,Anoplosthetus_laetus,NA,4114,LCP,Elytra,R,4.622,80.704,26,174,J26,RoI,lats02Elyt
lats02,Anoplosthetus_laetus,NA,4115,RCP,Elytra,R,4.622,61.681,35,156,J26,RoI,lats02Elyt
lats03,Anoplosthetus_laetus,NA,4116,VIS,Elytra,B,2.813,35.263,0,144,J26,RoI,lats03Elyt
lats03,Anoplosthetus_laetus,NA,4117,LCP,Elytra,B,2.813,2.661,0,78,J26,RoI,lats03Elyt
lats03,Anoplosthetus_laetus,NA,4118,RCP,Elytra,B,2.813,21.812,8,107,J26,RoI,lats03Elyt
lats03,Anoplosthetus_laetus,NA,4116,VIS,Elytra,G,2.813,142.005,60,228,J26,RoI,lats03Elyt
lats03,Anoplosthetus_laetus,NA,4117,LCP,Elytra,G,2.813,176.435,84,223,J26,RoI,lats03Elyt
lats03,Anoplosthetus_laetus,NA,4118,RCP,Elytra,G,2.813,44.709,27,128,J26,RoI,lats03Elyt
lats03,Anoplosthetus_laetus,NA,4116,VIS,Elytra,R,2.813,70.363,32,196,J26,RoI,lats03Elyt
lats03,Anoplosthetus_laetus,NA,4117,LCP,Elytra,R,2.813,54.2,0,156,J26,RoI,lats03Elyt
lats03,Anoplosthetus_laetus,NA,4118,RCP,Elytra,R,2.813,54.871,32,122,J26,RoI,lats03Elyt
mcla01,Anoplognathus_macleayi_aurora,AN25003299,4072,VIS,Elytra,B,5.19,35.809,0,205,J26,RoI,mcla01Elyt
mcla01,Anoplognathus_macleayi_aurora,AN25003299,4073,LCP,Elytra,B,5.19,12.714,0,176,J26,RoI,mcla01Elyt
mcla01,Anoplognathus_macleayi_aurora,AN25003299,4074,RCP,Elytra,B,5.19,19.351,0,174,J26,RoI,mcla01Elyt
mcla01,Anoplognathus_macleayi_aurora,AN25003299,4072,VIS,Elytra,G,5.19,87.257,36,224,J26,RoI,mcla01Elyt
mcla01,Anoplognathus_macleayi_aurora,AN25003299,4073,LCP,Elytra,G,5.19,82.546,34,230,J26,RoI,mcla01Elyt
mcla01,Anoplognathus_macleayi_aurora,AN25003299,4074,RCP,Elytra,G,5.19,77.028,30,200,J26,RoI,mcla01Elyt
mcla01,Anoplognathus_macleayi_aurora,AN25003299,4072,VIS,Elytra,R,5.19,123.185,41,231,J26,RoI,mcla01Elyt
mcla01,Anoplognathus_macleayi_aurora,AN25003299,4073,LCP,Elytra,R,5.19,120.556,38,233,J26,RoI,mcla01Elyt
mcla01,Anoplognathus_macleayi_aurora,AN25003299,4074,RCP,Elytra,R,5.19,116.683,45,194,J26,RoI,mcla01Elyt
mcla02,Anoplognathus_macleayi_aurora,AN25003303,4069,VIS,Elytra,B,5.634,61.586,13,188,J26,RoI,mcla02Elyt
mcla02,Anoplognathus_macleayi_aurora,AN25003303,4070,LCP,Elytra,B,5.634,43.051,0,126,J26,RoI,mcla02Elyt
mcla02,Anoplognathus_macleayi_aurora,AN25003303,4071,RCP,Elytra,B,5.634,43.92,0,139,J26,RoI,mcla02Elyt
mcla02,Anoplognathus_macleayi_aurora,AN25003303,4069,VIS,Elytra,G,5.634,121.632,56,235,J26,RoI,mcla02Elyt
mcla02,Anoplognathus_macleayi_aurora,AN25003303,4070,LCP,Elytra,G,5.634,108.132,42,223,J26,RoI,mcla02Elyt
mcla02,Anoplognathus_macleayi_aurora,AN25003303,4071,RCP,Elytra,G,5.634,108.132,46,177,J26,RoI,mcla02Elyt
mcla02,Anoplognathus_macleayi_aurora,AN25003303,4069,VIS,Elytra,R,5.634,145.917,74,244,J26,RoI,mcla02Elyt
mcla02,Anoplognathus_macleayi_aurora,AN25003303,4070,LCP,Elytra,R,5.634,132.794,69,237,J26,RoI,mcla02Elyt
mcla02,Anoplognathus_macleayi_aurora,AN25003303,4071,RCP,Elytra,R,5.634,136.889,77,200,J26,RoI,mcla02Elyt
mont01,Anoplognathus_montanus,AN25005349,4811,VIS,Elytra,B,4.312,24.196,0,130,F04,RoI,mont01Elyt
mont01,Anoplognathus_montanus,AN25005349,4813,LCP,Elytra,B,4.312,15.623,0,103,F04,RoI,mont01Elyt
mont01,Anoplognathus_montanus,AN25005349,4814,RCP,Elytra,B,4.312,13.928,0,80,F04,RoI,mont01Elyt
mont01,Anoplognathus_montanus,AN25005349,4811,VIS,Elytra,G,4.312,83.808,35,177,F04,RoI,mont01Elyt
mont01,Anoplognathus_montanus,AN25005349,4813,LCP,Elytra,G,4.312,75.649,38,152,F04,RoI,mont01Elyt
mont01,Anoplognathus_montanus,AN25005349,4814,RCP,Elytra,G,4.312,76.428,39,133,F04,RoI,mont01Elyt
mont01,Anoplognathus_montanus,AN25005349,4811,VIS,Elytra,R,4.312,105.408,57,184,F04,RoI,mont01Elyt
mont01,Anoplognathus_montanus,AN25005349,4813,LCP,Elytra,R,4.312,94.703,54,165,F04,RoI,mont01Elyt
mont01,Anoplognathus_montanus,AN25005349,4814,RCP,Elytra,R,4.312,100.005,59,155,F04,RoI,mont01Elyt
mont02,Anoplognathus_montanus,AN25005261,4816,VIS,Elytra,B,4.36,22.154,0,183,F04,RoI,mont02Elyt
mont02,Anoplognathus_montanus,AN25005261,4817,LCP,Elytra,B,4.36,26.001,0,140,F04,RoI,mont02Elyt
mont02,Anoplognathus_montanus,AN25005261,4818,RCP,Elytra,B,4.36,1.676,0,108,F04,RoI,mont02Elyt
mont02,Anoplognathus_montanus,AN25005261,4816,VIS,Elytra,G,4.36,69.43,36,191,F04,RoI,mont02Elyt
mont02,Anoplognathus_montanus,AN25005261,4817,LCP,Elytra,G,4.36,64.979,33,152,F04,RoI,mont02Elyt
mont02,Anoplognathus_montanus,AN25005261,4818,RCP,Elytra,G,4.36,60.869,28,147,F04,RoI,mont02Elyt
mont02,Anoplognathus_montanus,AN25005261,4816,VIS,Elytra,R,4.36,102.279,60,199,F04,RoI,mont02Elyt
mont02,Anoplognathus_montanus,AN25005261,4817,LCP,Elytra,R,4.36,94.614,54,163,F04,RoI,mont02Elyt
mont02,Anoplognathus_montanus,AN25005261,4818,RCP,Elytra,R,4.36,94.539,52,155,F04,RoI,mont02Elyt
mont03,Anoplognathus_montanus,AN25005307,4819,VIS,Elytra,B,4.415,118.514,34,213,F04,RoI,mont03Elyt
mont03,Anoplognathus_montanus,AN25005307,4820,LCP,Elytra,B,4.415,127.634,27,221,F04,RoI,mont03Elyt
mont03,Anoplognathus_montanus,AN25005307,4821,RCP,Elytra,B,4.415,67.328,9,146,F04,RoI,mont03Elyt
mont03,Anoplognathus_montanus,AN25005307,4819,VIS,Elytra,G,4.415,151.478,95,231,F04,RoI,mont03Elyt
mont03,Anoplognathus_montanus,AN25005307,4820,LCP,Elytra,G,4.415,145.126,88,244,F04,RoI,mont03Elyt
mont03,Anoplognathus_montanus,AN25005307,4821,RCP,Elytra,G,4.415,128.413,75,192,F04,RoI,mont03Elyt
